num_date_time,건물번호,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),전력소비량(kWh),건물유형,연면적(m2),냉방면적(m2),태양광용량(kW),ESS저장용량(kWh),PCS용량(kW),냉방면적비율,태양광여부,ESS여부,datetime,hour,dayofweek,month,day,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,건물유형_IDC(전화국),건물유형_건물기타,건물유형_공공,건물유형_백화점,건물유형_병원,건물유형_상용,건물유형_아파트,건물유형_연구소,건물유형_학교,건물유형_호텔,lag1_kwh
1_20240601 10,1,20240601 10,20.5,0.0,2.7,65.0,0.7,2.36,4494.72,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 10:00:00,10,5,6,1,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,4359.78
1_20240601 11,1,20240601 11,21.7,0.0,3.4,60.0,0.8,3.02,4566.75,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 11:00:00,11,5,6,1,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,4494.72
1_20240601 12,1,20240601 12,22.7,0.0,3.1,53.0,0.9,3.4,4591.29,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 12:00:00,12,5,6,1,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,4566.75
1_20240601 13,1,20240601 13,23.1,0.0,3.5,48.0,0.8,3.29,4596.6,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 13:00:00,13,5,6,1,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,4591.29
1_20240601 14,1,20240601 14,24.2,0.0,3.5,40.0,0.9,3.37,4706.88,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 14:00:00,14,5,6,1,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,4596.6
1_20240601 15,1,20240601 15,24.8,0.0,3.9,36.0,0.9,3.01,4670.1,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 15:00:00,15,5,6,1,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,4706.88
1_20240601 16,1,20240601 16,24.8,0.0,3.9,42.0,0.7,2.18,4659.69,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 16:00:00,16,5,6,1,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,4670.1
1_20240601 17,1,20240601 17,24.5,0.0,3.9,45.0,1.0,2.16,5358.84,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 17:00:00,17,5,6,1,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,4659.69
1_20240601 18,1,20240601 18,23.8,0.0,2.6,45.0,1.0,1.44,5985.18,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 18:00:00,18,5,6,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,5358.84
1_20240601 19,1,20240601 19,22.3,0.0,3.1,53.0,1.0,0.64,6292.32,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 19:00:00,19,5,6,1,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,5985.18
1_20240601 20,1,20240601 20,20.8,0.0,2.3,59.0,0.3,0.08,5279.67,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 20:00:00,20,5,6,1,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,6292.32
1_20240601 21,1,20240601 21,20.3,0.0,3.0,62.0,0.0,0.0,3260.28,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 21:00:00,21,5,6,1,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,5279.67
1_20240601 22,1,20240601 22,19.8,0.0,3.5,55.0,0.0,0.0,3034.92,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 22:00:00,22,5,6,1,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,3260.28
1_20240601 23,1,20240601 23,19.3,0.0,2.5,55.0,0.0,0.0,3601.32,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-01 23:00:00,23,5,6,1,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,0,0,1,3034.92
1_20240602 00,1,20240602 00,18.7,0.0,2.9,58.0,0.0,0.0,3870.42,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 00:00:00,0,6,6,2,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,3601.32
1_20240602 01,1,20240602 01,18.2,0.0,3.5,60.0,0.0,0.0,5733.45,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 01:00:00,1,6,6,2,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,3870.42
1_20240602 02,1,20240602 02,17.6,0.0,2.5,61.0,0.0,0.0,5689.17,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 02:00:00,2,6,6,2,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,5733.45
1_20240602 03,1,20240602 03,16.9,0.0,2.5,64.0,0.0,0.0,5579.04,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 03:00:00,3,6,6,2,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,5689.17
1_20240602 04,1,20240602 04,16.1,0.0,1.6,66.0,0.0,0.0,4113.6,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 04:00:00,4,6,6,2,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,5579.04
1_20240602 05,1,20240602 05,15.8,0.0,1.9,69.0,0.0,0.0,3724.44,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 05:00:00,5,6,6,2,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,4113.6
1_20240602 06,1,20240602 06,15.7,0.0,1.7,70.0,0.1,0.05,4505.67,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 06:00:00,6,6,6,2,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,3724.44
1_20240602 07,1,20240602 07,16.7,0.0,1.8,68.0,1.0,0.6,5598.09,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 07:00:00,7,6,6,2,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,4505.67
1_20240602 08,1,20240602 08,18.3,0.0,1.9,61.0,1.0,1.33,4359.18,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 08:00:00,8,6,6,2,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,5598.09
1_20240602 09,1,20240602 09,20.3,0.0,1.8,52.0,1.0,2.05,4691.61,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 09:00:00,9,6,6,2,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,4359.18
1_20240602 10,1,20240602 10,21.6,0.0,4.3,43.0,1.0,2.68,4980.3,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 10:00:00,10,6,6,2,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,4691.61
1_20240602 11,1,20240602 11,23.1,0.0,2.3,42.0,1.0,3.25,5026.56,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 11:00:00,11,6,6,2,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,4980.3
1_20240602 12,1,20240602 12,23.8,0.0,3.4,40.0,1.0,3.61,5022.69,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 12:00:00,12,6,6,2,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,5026.56
1_20240602 13,1,20240602 13,25.0,0.0,4.4,38.0,1.0,3.72,5021.79,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 13:00:00,13,6,6,2,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,5022.69
1_20240602 14,1,20240602 14,25.1,0.0,3.8,38.0,0.8,3.16,4975.92,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 14:00:00,14,6,6,2,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,5021.79
1_20240602 15,1,20240602 15,24.5,0.0,3.8,40.0,0.4,1.84,4940.73,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 15:00:00,15,6,6,2,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,4975.92
1_20240602 16,1,20240602 16,25.4,0.0,4.4,41.0,0.6,2.09,4477.89,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 16:00:00,16,6,6,2,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,4940.73
1_20240602 17,1,20240602 17,25.2,0.0,4.1,39.0,1.0,2.25,5106.3,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 17:00:00,17,6,6,2,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,4477.89
1_20240602 18,1,20240602 18,23.9,0.0,4.5,43.0,1.0,1.34,4935.66,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 18:00:00,18,6,6,2,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,5106.3
1_20240602 19,1,20240602 19,22.8,0.0,3.0,47.0,1.0,0.62,5606.49,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 19:00:00,19,6,6,2,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,4935.66
1_20240602 20,1,20240602 20,21.4,0.0,2.3,45.0,0.5,0.11,5403.48,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 20:00:00,20,6,6,2,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,5606.49
1_20240602 21,1,20240602 21,20.2,0.0,1.4,47.0,0.0,0.0,3765.72,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 21:00:00,21,6,6,2,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,5403.48
1_20240602 22,1,20240602 22,19.7,0.0,1.1,48.0,0.0,0.0,2921.34,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 22:00:00,22,6,6,2,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,3765.72
1_20240602 23,1,20240602 23,18.9,0.0,0.7,52.0,0.0,0.0,3983.07,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-02 23:00:00,23,6,6,2,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,0,0,1,2921.34
1_20240603 00,1,20240603 00,18.1,0.0,1.0,59.0,0.0,0.0,4694.85,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 00:00:00,0,0,6,3,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,3983.07
1_20240603 01,1,20240603 01,17.6,0.0,1.6,66.0,0.0,0.0,3556.89,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 01:00:00,1,0,6,3,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4694.85
1_20240603 02,1,20240603 02,17.0,0.0,1.7,71.0,0.0,0.0,4546.83,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 02:00:00,2,0,6,3,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,0,0,0,1,3556.89
1_20240603 03,1,20240603 03,16.7,0.0,1.3,74.0,0.0,0.0,4361.16,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 03:00:00,3,0,6,3,0,0.7071067811865475,0.7071067811865476,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4546.83
1_20240603 04,1,20240603 04,16.1,0.0,2.4,77.0,0.0,0.0,3781.92,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 04:00:00,4,0,6,3,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4361.16
1_20240603 05,1,20240603 05,15.9,0.0,2.0,78.0,0.0,0.0,3628.62,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 05:00:00,5,0,6,3,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0,0,0,0,0,0,0,0,0,1,3781.92
1_20240603 06,1,20240603 06,16.0,0.0,2.2,79.0,0.0,0.05,3792.57,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 06:00:00,6,0,6,3,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,0,0,0,0,0,0,1,3628.62
1_20240603 07,1,20240603 07,17.3,0.0,2.4,71.0,1.0,0.59,5465.52,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 07:00:00,7,0,6,3,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0,0,0,0,0,0,0,0,0,1,3792.57
1_20240603 08,1,20240603 08,19.6,0.0,2.6,59.0,1.0,1.36,5193.57,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 08:00:00,8,0,6,3,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0,0,0,0,0,0,0,0,0,1,5465.52
1_20240603 09,1,20240603 09,21.4,0.0,2.6,52.0,1.0,2.1,4440.9,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 09:00:00,9,0,6,3,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,0,0,0,0,0,0,0,1,5193.57
1_20240603 10,1,20240603 10,23.0,0.0,2.7,44.0,1.0,2.72,4532.16,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 10:00:00,10,0,6,3,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4440.9
1_20240603 11,1,20240603 11,24.4,0.0,2.3,39.0,1.0,3.32,4622.67,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 11:00:00,11,0,6,3,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4532.16
1_20240603 12,1,20240603 12,25.4,0.0,2.6,35.0,1.0,3.63,4666.05,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 12:00:00,12,0,6,3,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4622.67
1_20240603 13,1,20240603 13,26.4,0.0,2.8,34.0,1.0,3.76,5119.02,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 13:00:00,13,0,6,3,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4666.05
1_20240603 14,1,20240603 14,27.4,0.0,2.3,32.0,1.0,3.65,5365.08,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 14:00:00,14,0,6,3,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0,0,0,0,0,0,0,0,0,1,5119.02
1_20240603 15,1,20240603 15,28.2,0.0,3.7,33.0,1.0,3.36,5315.04,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 15:00:00,15,0,6,3,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0,0,0,0,0,0,0,0,0,1,5365.08
1_20240603 16,1,20240603 16,28.5,0.0,1.2,32.0,0.9,2.84,5303.46,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 16:00:00,16,0,6,3,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,0,0,0,0,0,0,0,1,5315.04
1_20240603 17,1,20240603 17,27.2,0.0,2.6,36.0,0.5,1.33,5295.57,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 17:00:00,17,0,6,3,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0,0,0,0,0,0,0,0,0,1,5303.46
1_20240603 18,1,20240603 18,26.6,0.0,1.9,35.0,0.2,0.52,5768.28,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 18:00:00,18,0,6,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0,0,0,0,0,0,0,0,0,1,5295.57
1_20240603 19,1,20240603 19,26.1,0.0,3.0,35.0,0.6,0.64,6119.16,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 19:00:00,19,0,6,3,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0,0,0,0,0,0,0,0,0,1,5768.28
1_20240603 20,1,20240603 20,24.4,0.0,3.9,34.0,0.0,0.08,5527.17,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 20:00:00,20,0,6,3,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,0,0,0,0,0,0,1,6119.16
1_20240603 21,1,20240603 21,23.2,0.0,3.6,34.0,0.0,0.0,4399.74,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 21:00:00,21,0,6,3,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0,0,0,0,0,0,0,0,0,1,5527.17
1_20240603 22,1,20240603 22,22.1,0.0,3.4,35.0,0.0,0.0,5204.19,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 22:00:00,22,0,6,3,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4399.74
1_20240603 23,1,20240603 23,21.1,0.0,3.2,36.0,0.0,0.0,6117.81,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-03 23:00:00,23,0,6,3,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,0,0,0,0,0,0,0,0,1,5204.19
1_20240604 00,1,20240604 00,20.4,0.0,3.9,37.0,0.0,0.0,5812.08,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-04 00:00:00,0,1,6,4,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0,0,0,1,6117.81
1_20240604 01,1,20240604 01,19.7,0.0,3.0,40.0,0.0,0.0,5202.57,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-04 01:00:00,1,1,6,4,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0,0,0,1,5812.08
1_20240604 02,1,20240604 02,19.2,0.0,3.7,41.0,0.0,0.0,4658.22,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-04 02:00:00,2,1,6,4,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0,0,0,1,5202.57
1_20240604 03,1,20240604 03,18.4,0.0,2.3,45.0,0.0,0.0,4565.4,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-04 03:00:00,3,1,6,4,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0,0,0,1,4658.22
1_20240604 04,1,20240604 04,17.6,0.0,2.6,47.0,0.0,0.0,3671.04,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-04 04:00:00,4,1,6,4,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0,0,0,1,4565.4
1_20240604 05,1,20240604 05,16.7,0.0,2.1,50.0,0.0,0.0,2445.78,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-04 05:00:00,5,1,6,4,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0,0,0,1,3671.04
1_20240604 06,1,20240604 06,16.3,0.0,1.4,55.0,0.0,0.04,2652.3,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-04 06:00:00,6,1,6,4,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0,0,0,1,2445.78
1_20240604 07,1,20240604 07,17.9,0.0,2.3,53.0,1.0,0.63,3919.71,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-04 07:00:00,7,1,6,4,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0,0,0,1,2652.3
1_20240604 08,1,20240604 08,20.2,0.0,2.9,50.0,1.0,1.37,4596.51,호텔,82912.71,77586.0,0.0,0.0,0,0.9357552056855939,0,0,2024-06-04 08:00:00,8,1,6,4,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0,0,0,1,3919.71
